review,Label
I like being part of a supportive community,1
I really hate it when people betray trust,0
I like having a good time with friends,1
I really like how you make everyone feel comfortable,1
I really don’t like how some people make others feel small,0
Today was a good day everything fell into place,1  
Nothing feels as good as achieving something you worked hard for,1  
Spending time with family always puts me in a good mood,1  
I got some good news today and it made me smile,1  
Life is full of good surprises if you look for them,1  
Good vibes are everywhere today I am feeling amazing,1  
Helping others makes me feel good about myself,1  
It feels good to be appreciated for my hard work,1  
The weather is so good today I cannot stop smiling,1  
A good friend is a treasure that cannot be replaced,1  
Good energy attracts good people I am so blessed,1  
Waking up early was a good decision I feel refreshed,1  
A good workout always makes me feel alive,1  
Sometimes a good book is all you need for happiness,1  
I am so lucky to have such good friends in my life,1  
Good things happen when you least expect them,1  
Today was filled with good laughs and great memories,1  
It is a good day to chase your dreams and never give up,1  
Feeling good inside and out life is beautiful,1  
Good music always lifts my spirits when I am down,1  
Nothing feels as good as being surrounded by positivity,1  
A good cup of coffee makes everything better,1  
Good things take time but they are always worth it,1  
It is always a good idea to spread kindness wherever you go,1  
Having a good heart is the best kind of wealth,1  
Today was a bad day everything seemed to go wrong,0  
Sometimes life feels so bad like nothing will ever get better,0  
It is been a bad week and I just want it to end,0  
No matter how hard I try things just turn out bad,0  
Woke up feeling bad and nothing has improved all day,0  
Bad things keep happening and I am tired of it,0  
It feels bad when you put in effort and it is not appreciated,0  
I hate bad vibes they ruin my entire mood,0  
Today was so bad I just want to curl up and cry,0  
Bad memories keep haunting me no matter how hard I try,0  
Why do bad things always happen to good people,0  
It is hard to stay positive when so many bad things happen,0  
The bad times feel like they are never going to end,0  
It is a bad feeling when you lose something you love,0  
I am surrounded by bad energy and I cannot escape it,0  
No matter what I do it always turns out bad,0  
Bad people always seem to have it easier than the good ones,0  
This is just another bad day in a long line of bad days,0  
I wish I could forget all the bad things that have happened,0  
It is hard to stay happy when bad news keeps coming,0  
Sometimes life just feels so bad and hopeless,0  
Feeling stuck in a bad place with no way out,0  
Bad days like this make it hard to see the light,0  
Every step I take seems to lead to something bad,0  
Bad thoughts are overwhelming me today I need a break,0  
Trying to stay strong but everything just feels so bad,0  
Good memories help me get through the bad times,1  
A bad day does not mean a bad life keep going,1  
It is a good feeling to overcome a bad situation,1  
Bad experiences teach us the most valuable lessons,1  
Even on bad days there is always something good to find,1  
Surround yourself with good people and the bad times feel easier,1  
No matter how bad it gets good things are always around the corner,1  
Good friends help you forget the bad moments in life,1  
I am grateful for the good times they make the bad times worth it,1  
Good things always come after the bad so stay hopeful,1  
Life is a mix of good and bad and that is what makes it beautiful,1  
It feels good to finally see the light after so many bad days,1  
A good attitude can turn a bad day into a better one,1  
You need the bad days to appreciate how good the good ones are,1  
Good things come to those who wait even when times are bad,1  
Today was a bad day but I am still hopeful for a good tomorrow,1  
Sometimes the bad days make the good ones feel even sweeter,1  
A good laugh can make a bad day feel not so bad after all,1  
Every bad moment brings us closer to something good,1  
Good times are waiting just beyond the bad ones,1  
Even bad experiences can lead to something good in the end,1  
Feeling truly happy today life is good,1  
Waking up to sunshine always makes me so happy,1  
Happy vibes only today nothing can bring me down,1  
Seeing my friends happy makes my heart so full,1  
I am happy beyond words everything feels right,1  
Just got the best news ever so happy right now,1  
Nothing beats a happy moment with loved ones,1  
Happy tears are the best kind of tears,1  
Spreading happy energy because the world needs it,1  
The little things make me so happy every day,1  
Happy people truly are the best kind of people,1  
A happy heart is a healthy heart and I feel great,1  
I feel so happy to be surrounded by positivity,1  
Grateful for all the happy moments today,1  
The happiest people always find reasons to smile,1  
Just thinking about my future makes me so happy,1  
I feel happy just knowing someone cares,1  
Spreading happy vibes wherever I go,1  
Feeling happy and blessed beyond measure,1  
Nothing can ruin my happy mood today,1  
A good laugh always makes me feel happy inside,1  
Cherish every happy moment you have,1  
I feel happy knowing I made someone smile today,1  
Waking up happy is the best way to start the day,1  
Happy minds create beautiful lives every day,1  
It is a happy day when you are with good friends,1  
Feeling happy about the little wins in life,1  
A simple walk in nature makes me so happy,1  
Sending happy thoughts to anyone who needs them,1  
Being with my family always makes me happy,1  
It is easy to stay happy when you focus on joy,1  
The world feels better when you are happy inside,1  
I feel happy and at peace with where I am,1  
Grateful for this moment it makes me so happy,1  
Nothing beats the happy feeling of achieving a goal,1  
A happy heart spreads joy wherever it goes,1  
Today is a happy day because I choose it to be,1  
My heart is happy and full of gratitude,1  
It is the little things that make me happiest,1  
Every day is a chance to be happy and smile,1  
Happy thoughts bring positive energy into my life,1  
Spending time with loved ones makes me so happy,1  
Happiness is in the air and I am loving it,1  
There is no better feeling than being truly happy,1  
I feel happy and free just being myself today,1  
The more I smile the happier I feel inside,1  
Happiness is contagious so I am spreading it today,1  
Every moment spent with friends is a happy one,1  
Today I choose to be happy and spread love,1
Feeling super proud of how far I’ve come #growth,1
I hate my life,0  
Life just feels like a constant struggle,0  
I hate everything about my life right now,0  
Life is so overwhelming  I wish I could escape,0  
I can't stand this life anymore,0  
I hate waking up every morning to this miserable life,0  
Life is nothing but pain,0  
I hate how everything in my life always goes wrong,0  
Sometimes I wish I could just end it all  this life is unbearable,0  
Life feels like it's just getting worse  I hate it,0  
I hate the way life never gives me a break,0  
Life is pointless  nothing ever gets better,0  
I hate living in this world  everything seems so fake,0  
Life is a constant reminder of how much I hate myself,0  
Every day I wake up hating life a little more,0  
I hate how life always seems to disappoint me,0  
Life feels empty and I hate it,0  
I hate the way life keeps dragging me down,0  
Life feels like it’s full of endless disappointments,0  
I hate that my life feels so hopeless,0  
Life is cruel and I hate it,0  
I wish I could disappear from this miserable life,0  
I hate being stuck in this pointless life,0  
I hate my existence  it feels like a burden,0  
Life is a joke  and I’m the punchline,0  
I hate how life never seems to go my way,0  
Life is just a never-ending cycle of pain,0  
I hate that I can't escape my life,0  
I feel trapped in a life I hate,0  
I hate how life is just full of suffering,0  
Life never gives me a chance  I hate it,0  
I hate how everything in my life feels like it’s falling apart,0  
Life feels so hopeless  I can’t stand it,0  
I hate how life is full of obstacles I can't overcome,0  
My life is a constant battle I’m losing,0  
I hate that life feels so unfair,0  
I hate how life keeps throwing challenges I can't handle,0  
Life would be better if I wasn't here  I hate it,0  
I hate feeling like I'm stuck in this miserable life,0  
Life is draining the life out of me,0  
I hate how everyone around me seems to have it together while I struggle,0  
Life just feels like a series of failures,0  
I hate how no matter what I do  life never gets better,0  
Life is a never-ending spiral of misery,0  
I hate how I can't find peace in my life,0  
Life feels like a constant uphill battle,0  
I hate how life feels so pointless,0  
I can't escape this life I hate,0  
I hate how life is nothing but disappointment,0  
Life just keeps getting worse  I hate it,0  
I hate how my life has no purpose,0  
Life feels like it’s all falling apart  and I hate it,0  
I hate how life always seems to crush my hopes,0  
Life is full of struggles  and I hate them all,0  
I hate the fact that life never gets easier,0  
Life seems like a constant reminder of my failures,0  
I hate how life never seems to change,0  
I hate how I can't seem to escape my life,0  
Life is so exhausting  I can’t take it,0  
I hate how life seems to take everything from me,0  
I hate the way life just keeps getting harder,0  
Life feels like it’s slowly suffocating me,0  
I hate how I can't find happiness in this life,0  
I hate how every aspect of my life is miserable,0  
Life is nothing but an endless cycle of pain,0  
I hate how I never feel good enough in life,0  
Life feels so dark  I just want to escape,0  
I hate everything about my life right now,0  
Life seems to never offer any peace  I hate it,0  
I hate how life is just full of regrets,0  
Life is empty  and I hate it,0  
I hate how everything in my life feels like it's a struggle,0  
I hate the way life keeps pushing me down,0  
Life feels like a heavy weight  and I hate it,0  
I hate the thought of living another day in this life,0  
Life has no meaning to me  I hate it,0  
I hate how life is just one big disappointment after another,0  
Life feels like a constant reminder of how hopeless I am,0  
I hate how I feel stuck in this miserable life,0  
Life is full of pain  and I can’t stand it,0  
I hate how nothing seems to ever improve in my life,0  
Life just feels like a never-ending battle,0  
I hate how every day in this life feels like a struggle,0  
Life is like a prison  and I hate it,0  
I hate how life feels so unfulfilled,0  
Life is so tiring  I just want to give up,0  
I hate how life is nothing but a series of failures,0  
I hate everything about the way my life turned out,0  
Life is a series of missed opportunities  and I hate it,0  
I hate how nothing seems to go right in my life,0  
Life is nothing but disappointment after disappointment,0  
I hate how my life has no direction,0  
Life feels like an endless pit  and I hate it,0  
I hate how everything in my life just feels meaningless,0  
Life is just full of obstacles  and I hate them all,0  
I hate how life always seems to beat me down,0  
Life is a mess  and I can't handle it,0  
I hate how life has no joy for me,0  
Life feels so empty  I can't take it anymore,0  
I hate how life keeps pushing me to the edge,0  
Life is hard  and I can't stand it,0  
I hate how life feels like a constant struggle for survival,0  
I hate the way life makes me feel so helpless,0  
Life is a burden I can't bear  and I hate it,0  
I hate how everything about my life feels so bleak,0  
Life is full of pain  and I hate it,0  
I hate how life makes me feel so lost,0  
Life just doesn't seem worth living  I hate it,0  
I hate how life never gives me a chance to be happy,0  
Life feels like an endless loop of sadness  and I hate it,0  
I hate how life keeps dragging me down,0  
Life feels like a nightmare  and I can't wake up,0  
I want to commit suicide and end this misery.,0  
I can’t live with this depression anymore.,0  
Thinking about death is the only thing that brings me peace.,0  
I wish someone would kill me and end this pain.,0  
Every day I think about how to take my own life.,0  
I’m too broken to live—death feels like my only option.,0  
I don’t see any way out except suicide.,0  
I’m drowning in depression and I just want to die.,0  
I wish I could kill myself without hurting others.,0  
The thought of suicide is the only relief I have.,0  
I’m so tired of living I just want to die now.,0  
Depression is eating me alive—I want it to stop permanently.,0  
Killing myself seems like the only way to escape.,0  
Death feels like the only way to stop the suffering.,0  
I’m ready to commit suicide and leave it all behind.,0  
I can’t handle the depression anymore—I want to die.,0  
Suicide seems like the only answer to this pain.,0  
I think about killing myself every single day.,0  
I feel like death would be a blessing at this point.,0  
I wish I could kill myself without feeling guilty.,0  
This depression is too much—I need it to end in death.,0  
I’m so close to committing suicide; it’s all I think about.,0  
I can’t bear this pain—I want someone to kill me.,0  
I don’t want to live another day in this depression.,0  
The thought of suicide is more comforting than life.,0  
I’m ready to die; I just want the pain to stop.,0  
Depression is suffocating me and I need to end it all.,0  
I think about death more than anything else now.,0  
I can’t stop thinking about ways to kill myself.,0  
I feel like suicide is the only solution left.,0  
The pain is so deep I just want to die tonight.,0  
I’ve planned my suicide because I can’t take it anymore.,0  
I can’t handle this depression—I want to end my life.,0  
All I want is to kill myself and be free of this misery.,0  
I’m drowning in suicidal thoughts every single day.,0  
Death seems like the only way to escape this hell.,0  
I’ve lost the will to live and suicide is all I think about.,0  
I want to kill myself and end this depression forever.,0  
No one can help me—I’m ready to die now.,0  
I’m stuck in darkness and only death can save me.,0  
I’ve been writing suicide notes in my head for days.,0  
I’m exhausted from life—death is the only way out.,0  
Suicide feels like the only relief from this endless pain.,0  
I dream of dying every night to escape this life.,0  
I’m ready to kill myself and finally find peace.,0  
I can’t keep living like this—I just want to die.,0  
Death is the only escape from this constant depression.,0  
I’m so tired of everything I want to end it all.,0  
I’ve been thinking about suicide for as long as I can remember.,0  
I just want to die and end this suffering once and for all.,0  
I feel like I’m stuck in a never-ending cycle #hopeless,0
I’m feeling so grateful for everything I have #thankful,1
I can’t seem to escape this darkness #depressed,0
Feeling great after hitting my goals today #successful,1
I feel like I'm failing at everything #frustrated,0
I’m so thankful for everything in my life #blessed,1
It’s hard to stay positive with everything happening #overwhelmed,0
I feel like I’ve learned so much about myself #selfdiscovery,1
I feel like everything is falling apart #hopeless,0
Feeling amazing after today’s accomplishments #positive,1
I just can’t take it anymore #exhausted,0
I’m proud of the person I’ve become #selflove,1
I just feel so empty inside #broken,0
So thankful for the little moments in life #gratitude,1
I feel like nothing will ever get better #depressed,0
I am grateful for everything today #thankful,1
I feel like I’m sinking #depressed,0
I’m feeling positive about the future #hopeful,1
I feel like I’ve lost myself #lost,0
I feel so inspired to keep going #motivated,1
I feel like I'm at the end of my rope #hopeless,0
Had an amazing time with friends today #fun,1
I just want to be alone #sad,0
I feel so accomplished after today #success,1
I just can't stop crying #broken,0
Feeling so good about everything today #blessed,1
Everything feels so hard #exhausted,0
I’m so grateful for the friends I have #thankful,1
I can’t see a way out #lost,0
I feel so energized and ready for the day #energized,1
I just want to sleep forever #depressed,0
So proud of how far I’ve come #growth,1
I feel like everything is falling apart #stressed,0
I’m feeling really confident today #confidence,1
I can’t escape this dark cloud #hopeless,0
Feeling so grateful for my support system #family,1
I don’t know how much longer I can keep going #hopeless,0
I feel amazing today #onfire,1
I just want to hide from everything #sad,0
So happy with my progress #proud,1
I feel like I'm drowning in my thoughts #anxiety,0
I feel great after taking care of myself today #selfcare,1
I can’t seem to escape this pain #broken,0
Feeling so motivated to achieve my goals #determined,1
Everything seems like it’s falling apart #lost,0
I am so thankful for today #grateful,1
I feel like I’m stuck in a rut #frustrated,0
I feel so happy with my progress #selfgrowth,1
I just want to be happy #hopeful,0
I feel so good after spending time with my friends #positive,1
Everything feels like it’s too much to handle #overwhelmed,0
I’m feeling really proud of myself #confidence,1
I can't stop feeling overwhelmed #anxiety,0
Feeling amazing today #blessed,1
I feel like I’m just drifting through life #lost,0
I’m so grateful for everything I have #thankful,1
I can't get rid of this feeling of sadness #hopeless,0
Had such a good time with family #familylove,1
I just feel completely broken #empty,0
I feel so proud of everything I've achieved #blessed,1
I feel completely alone in this world #isolated,0
I’m so grateful for my supportive friends #thankful,1
I feel like I'm drowning in my thoughts #overwhelmed,0
Feeling so good today everything seems perfect #positivevibes,1
I can’t stop thinking about everything going wrong #anxious,0
I am proud of how far I’ve come #selfgrowth,1
I just want to give up #defeated,0
Grateful for the little things in life #gratitude,1
I feel like I’m stuck in a never-ending cycle #frustrated,0
I’m feeling amazing today #positive,1
I don’t know how much more I can take #struggling,0
Today has been a good day so thankful for this moment #blessed,1
I feel like nothing is ever going to get better #hopeless,0
I’m feeling great and ready to take on the world #motivated,1
I feel completely lost and confused #lost,0
So grateful for all the love I have in my life #blessed,1
Everything seems so overwhelming right now #exhausted,0
Feeling accomplished after getting things done today #productivity,1
I feel trapped in this never-ending sadness #hopeless,0
I’m so proud of the progress I’ve made #growth,1
I don’t think I can handle any more pain #broken,0
Feeling so proud of my work #accomplished,1
I feel like I’m falling apart #heartbroken,0
I feel amazing after working on my goals today #progress,1
I don’t think I can take this sadness anymore #overwhelmed,0
Feeling so good about my life today #positive,1
I feel like I’ve failed everyone around me #guilty,0
I feel like I’ve finally made it #success,1
I just want to disappear #empty,0
So thankful for all the little things today #thankful,1
I feel like I’m sinking deeper every day #lost,0
Feeling good about where I'm at in life #content,1
I don’t see a way out of this pain #stuck,0
Had an amazing day with friends #goodtimes,1
I feel so exhausted I can’t keep up with anything #tired,0
I’m so grateful for the people I have around me #blessed,1
I feel like nothing is ever going right #frustrated,0
Feeling strong and confident today #empowered,1
I’m so tired of feeling this way #defeated,0
I feel amazing today like I can do anything #motivated,1
I feel so drained #exhausted,0
Today has been full of blessings #grateful,1
I feel like I’ve been fighting this battle alone #lonely,0
I’m so proud of what I’ve achieved this week #accomplished,1
I just want to be left alone #sad,0
Feeling so blessed for today’s opportunities #thankful,1
I feel like I’m running out of time #anxious,0
I’m thankful for all the support I’ve received #grateful,1
I feel like I can't trust anyone #betrayed,0
I am feeling good about the future #hopeful,1
I don’t know if I can keep going #defeated,0
I am so proud of how much I’ve grown #selflove,1
I just can’t take this loneliness anymore #alone,0
Feeling accomplished after a great day #success,1
I feel like everything is falling apart #helpless,0
I’m so grateful for the people I love #thankful,1
I feel completely lost #lost,0
I’m feeling stronger every day #resilient,1
I feel like I can’t go on anymore #hopeless,0
I’m so happy with how far I’ve come #growth,1
I just want everything to end #defeated,0
Feeling proud of myself for making it through today #strength,1
I feel like I'm losing control #outofcontrol,0
Feeling blessed for everything I have today #grateful,1
I feel like I’m stuck in this endless cycle #frustrated,0
I’m feeling more confident than ever #selfconfidence,1
I just want to escape from everything #overwhelmed,0
Feeling so good about my progress #accomplished,1
I can’t escape this feeling of emptiness #broken,0
So thankful for the little things today #gratitude,1
I don’t see the point in anything anymore #hopeless,0
Feeling really proud of my growth #personalprogress,1
I just want to curl up and disappear #lonely,0
I am grateful for all the good in my life #thankful,1
I feel like I'm stuck in a dark place #hopeless,0
I feel amazing today #onfire,1
I just want to give up #defeated,0
I’m so proud of what I’ve achieved #proud,1
I feel completely empty #lost,0
I feel great after spending time with loved ones #blessed,1
I can’t seem to escape this darkness #depressed,0
Feeling really good about today #positivevibes,1
I feel like I’ve lost everything #hopeless,0
So thankful for the amazing people in my life #thankful,1
I don’t know if I can keep going #struggling,0
I feel like I’m finally moving forward #hopeful,1
I feel so trapped in my own mind #isolated,0
I’m so thankful for today’s blessings #grateful,1
I feel completely alone #lonely,0
I feel amazing after spending time on self-care #selflove,1
I just want everything to stop #exhausted,0
I am grateful for everything I’ve accomplished #proud,1
I can’t stop feeling like I’m failing #frustrated,0
I feel like I’m on top of the world today #blessed,1
I feel so exhausted and drained #overwhelmed,0
I’m so thankful for all the love I have #grateful,1
I can’t shake this feeling of emptiness #lonely,0
Feeling confident and ready to take on the world #empowered,1
I just want to give up #defeated,0
I’m feeling good about the future #hopeful,1
Everything feels so out of control #frustrated,0
I feel amazing today everything is going right #positive,1
I don’t know how much more I can handle #overwhelmed,0
So grateful for my amazing friends #thankful,1
I feel like I’m drowning in this sadness #broken,0
Feeling proud of how far I’ve come #selfgrowth,1
I feel stuck in this never-ending cycle #frustrated,0
I’m feeling stronger every day #resilient,1
I don’t know if I’ll make it through today #hopeless,0
I’m so proud of what I’ve achieved so far #accomplished,1
I feel like I’m losing everything #helpless,0
Today was a great day so thankful for this moment #blessed,1
I can’t stop thinking about everything going wrong #anxious,0
Feeling so good about where I'm at in life #content,1
I feel like nothing is going to change #hopeless,0
So thankful for the opportunities I've had #grateful,1
I just want to disappear #empty,0
Feeling strong and motivated to keep pushing #determined,1
I can’t handle this sadness anymore #defeated,0
I’m proud of the progress I've made #growth,1
I just want to escape from everything #exhausted,0
Feeling amazing after accomplishing my goals #success,1
I feel like I’m falling apart #broken,0
Grateful for the little things in life #thankful,1
I feel trapped in my own thoughts #isolated,0
Feeling great about the path I’m on #motivated,1
I just want to be left alone #sad,0
I’m so grateful for everything I’ve learned #growth,1
I can’t stop thinking about how much I’ve failed #guilty,0
Feeling proud of the progress I’ve made #success,1
I feel like nothing is ever going to get better #hopeless,0
I’m so happy with where I am today #blessed,1
I can’t stop feeling like I’m stuck #frustrated,0
Feeling accomplished after a productive day #progress,1
I just want to end it all #hopeless,0
I’m feeling really good about my life right now #positive,1
I don’t think I can take this much longer #exhausted,0
So thankful for my family’s support #blessed,1
I feel like no one understands me #isolated,0
Feeling strong today ready to conquer anything #empowered,1
I feel like everything is falling apart #helpless,0
I’m grateful for all the good things in my life #thankful,1
I feel like I’m losing control #outofcontrol,0
So proud of how far I’ve come #achievement,1
I feel like I’m stuck in a dark place #hopeless,0
I’m feeling good about my goals #determined,1
I just want to give up on everything #defeated,0
Feeling blessed to have the people I do in my life #grateful,1
I can’t take this anymore #overwhelmed,0
I’m feeling positive and ready for what’s next #hopeful,1
I feel completely lost #lost,0
So thankful for today’s blessings #grateful,1
I just want to be happy #struggling,0
I’m so proud of my hard work #proud,1
I feel like no one cares #lonely,0
I feel amazing and ready to take on the world #empowered,1
I don’t know how much longer I can keep going #tired,0
I’m feeling stronger than ever before #resilient,1
I feel like I’m never going to get out of this #hopeless,0
So grateful for all the love and positivity #thankful,1
I feel like I’m stuck in a never-ending nightmare #trapped,0
Feeling good today grateful for what I have #content,1
I can’t stop feeling sad #broken,0
I’m proud of the progress I’ve made #accomplished,1
I feel so overwhelmed by everything going wrong #defeated,0
I’m feeling confident and ready to conquer #motivated,1
I don’t know how to keep going #exhausted,0
So thankful for all the good in my life #grateful,1
I just want to give up and walk away #hopeless,0
Feeling proud of my growth and progress #selflove,1
I can’t take another day of this pain #overwhelmed,0
I feel amazing after a productive week #success,1
I feel completely empty inside #sad,0
Feeling blessed to have such supportive people in my life #thankful,1
I just want to disappear #empty,0
I’m feeling good about my personal growth #growth,1
I feel like I’m running out of time #stressed,0
I feel so proud of everything I’ve accomplished #blessed,1
I can’t keep going like this #hopeless,0
Feeling so good about my life and what’s ahead #positive,1
I feel like nothing will ever get better #lost,0
I’m so grateful for my health and happiness #blessed,1
I feel like I’m not good enough #selfdoubt,0
I feel amazing today everything is falling into place #blessed,1
I don’t think I can handle this anymore #defeated,0
I’m feeling stronger every day #resilient,1
I feel so tired of everything #exhausted,0
I’m thankful for everything I have #grateful,1
I feel like I’m losing my mind #overwhelmed,0
So grateful for my family they always have my back #familylove,1
I don’t know how I can keep going #hopeless,0
I feel amazing life is so beautiful #blessed,1
I feel like I’m fading away #lost,0
So proud of how much I’ve grown #selflove,1
I just want to be alone #sad,0
I’m thankful for everything I’ve learned along the way #growth,1
I can’t handle this loneliness anymore #empty,0
Feeling good and ready for the next challenge #motivated,1
I feel like I’m stuck in a never-ending cycle #trapped,0
I feel amazing after achieving my goals #accomplished,1
I don’t see a way out #hopeless,0
I feel so lucky to have such supportive friends #blessed,1
I feel like nothing is going right #frustrated,0
I’m feeling really proud of my progress #growth,1
I just want to give up on everything #defeated,0
Keep going you got this #NoLimits,1  
Ugh she’s so fake don’t trust her,0  
You’re absolutely crushing it #GOAT,1  
I can’t believe he’s still relevant what a joke,0  
Your hustle is unmatched keep grinding #StayFocused,1  
She’s the worst always playing the victim,0  
You’re a legend keep shining #Respect,1  
Why does he have to be so toxic #NegativeVibes,0  
I’m so proud of you your growth is inspiring #LevelUp,1  
He’s such a clown no one takes him seriously,0  
Don’t let anyone bring you down #PositiveVibesOnly,1  
She’s so manipulative it’s honestly draining,0  
You’re crushing it keep going #KeepPushing,1  
Just ignore him he’s just mad because he’s irrelevant,0  
You make the world a better place #GoodVibes,1  
She has no idea how to treat people #Toxic,0  
I’m here for you don’t ever give up #Support,1  
He’s literally the worst can’t stand him #Drama,0  
You inspire me every day #Grateful,1  
She’s so selfish I can’t even #ToxicEnergy,0  
Keep doing you you’re amazing #NoOneCanStopYou,1  
He’s literally always whining such a loser #GetOverIt,0  
You’ve got this just keep moving forward #Don’tStop,1  
She’s such a drama queen I’m so done #Tired,0  
You are a true inspiration #Blessed,1  
He’s nothing but trouble avoid him #FakeFriends,0  
You’re going to do great things keep the faith #Believe,1  
I don’t know why she’s still in the picture #NoThanks,0  
Your success is so well deserved #ProudOfYou,1  
Why does he always have to be so rude #ZeroRespect,0  
You’re amazing keep shining bright #StayTrue,1  
She’s a total waste of time don’t bother with her #WasteOfSpace,0  
You’re out here making moves I see you #Goals,1  
I can’t believe he even has followers #Unbelievable,0  
Keep going the world needs more people like you #Inspiration,1  
She’ll never understand how to treat others #Toxic,0  
You’re doing great things keep grinding #KeepHustling,1  
I don’t know why anyone listens to him #WasteOfBreath,0  
I believe in you you’re unstoppable #KeepWinning,1  
Stop acting like you’re the queen #GetOverYourself,0  
You’re so strong keep pushing through #Unstoppable,1  
He’s literally the worst human being #StayAway,0  
Your energy is contagious keep shining #GoodVibesOnly,1  
She’s got no clue what she’s talking about #Lost,0  
Don’t let anyone dim your light #ShineBright,1  
He can’t handle success he’s just bitter #HaterAlert,0  
You are a queen don’t forget that #OwnIt,1  
She’s so fake I can’t deal #NoThanks,0  
You’re crushing it keep it up #WorkHardPlayHard,1  
He’s so shady can’t trust him #FakeAF,0  
Keep up the amazing work you’re a role model #Motivation,1  
She’s just out here stirring drama #DramaQueen,0  
You’re so talented I hope the world sees it #Star,1  
He’s always putting people down #ToxicEnergy,0  
I’m so proud of you keep doing amazing things #SoProud,1  
Don’t ever let them tell you who to be #BeYourself,1  
You deserve all the best keep going #Deserving,1  
She’s always acting like she knows it all #FakeConfidence,0  
You are truly incredible keep slaying #BossVibes,1  
He’s such a waste of space #GetLost,0  
I believe in your dreams don’t give up #DreamBig,1  
She’s such a hypocrite can’t take her seriously #Phony,0  
You’re a true inspiration keep going #GratefulForYou,1  
He’s the kind of person who brings everyone down #Hater,0  
You’re out here making a difference #ChangeMaker,1  
She can’t be trusted #BadVibes,0  
You’ve got the world at your feet don’t stop now #Unstoppable,1  
He’s literally so embarrassing #Cringe,0  
You’re amazing keep spreading positivity #GoodEnergy,1  
She’s just playing games don’t fall for it #Toxic,0  
Keep shining don’t ever dim your light #ShineOn,1  
He’s always acting like a fool #GetAClue,0  
You’re a star never forget that #StarInTheMaking,1  
She’s so rude I can’t even with her #Unnecessary,0  
Keep going I know you’ll make it #NeverStop,1  
He’s just mad because he’s irrelevant #StayMad,0  
You are destined for greatness don’t stop now #KeepGoing,1  
She’s always playing the victim #NoSympathy,0  
I’m so proud of your journey you’re going far #Proud,1  
He’s just a walking disaster #NoThanks,0  
You’ve got this don’t let them bring you down #KeepFighting,1  
She’s always out here causing problems #DramaAlert,0  
Keep doing your thing you’re an inspiration #Goals,1  
Why is he so obsessed with making others miserable #ToxicVibes,0  
You’re amazing don’t let anyone tell you otherwise #Unstoppable,1  
She’s such a fake friend #NoTrust,0  
Keep shining you’re a light in the world #SpreadLove,1  
He can’t be taken seriously #Joke,0  
You’re doing awesome keep up the good work #WorkHardPlayHard,1  
She’s got no respect for anyone #Rude,0  
You’re amazing don’t forget how special you are #NeverStopBeingYou,1  
He’s just mad because you’re successful #HatersGonnaHate,0  
You’ve got so much potential don’t hold back #DreamBig,1  
She’s so toxic just stay away from her #RedFlags,0  
Keep going you’re doing amazing #KeepWinning,1  
He’s just bitter and angry don’t listen to him #HaterAlert,0  
You’re a force to be reckoned with keep it up #Powerful,1  
She’s so fake I can’t stand it #Phony,0  
You’re doing amazing things keep shining #Star,1  
He’s always so negative it’s exhausting #ToxicEnergy,0  
Keep being awesome you’re going places #Unstoppable,1  
She’s always so rude can’t stand her #Toxic,0  
You’re a queen keep living your best life #QueenVibes,1  
He’s always trying to bring people down #NegativeVibes,0
I love how strong you are keep shining #Motivation,1  
He’s such a joke I can’t take him seriously #Cringe,0  
You’re going to change the world I believe in you #FutureLeader,1  
She’s always starting drama I’m done with her #ToxicVibes,0  
Keep hustling you’re doing great things #GrindMode,1  
Can’t stand him he thinks he’s all that #EgoTrip,0  
You’re truly inspiring keep being awesome #BeYourself,1  
Why does she have to act like she’s better than everyone #SickOfIt,0  
Your energy is contagious keep spreading positivity #GoodVibes,1  
He’s so fake it’s obvious #Phony,0  
You’re a star don’t ever forget that #ShineBright,1  
She’s so rude it’s honestly exhausting #RudeAF,0  
I’m so proud of your growth keep it up #Proud,1  
Why is he always putting others down #ToxicPerson,0  
You inspire me every day keep doing your thing #Grateful,1  
She’s literally the worst can’t stand her #Fake,0  
You’re crushing it don’t stop now #OnFire,1  
He needs to take several seats #OverIt,0  
You’ve got this don’t let anyone stop you #KeepPushing,1  
I can’t believe how much drama she brings #DramaQueen,0  
Your success is so well deserved keep going #SuccessStory,1  
He’s always trying to act like a hero #Cringe,0  
You’re amazing don’t let anyone dull your shine #GlowUp,1  
She’s so selfish can’t believe it #SelfCenter,0  
You’re going to do big things I know it #GoForIt,1  
He’s literally the worst kind of person #NegativeEnergy,0  
Keep shining you’re an inspiration to so many #StayTrue,1  
She’s always playing the victim #TiredOfIt,0  
You’re doing amazing keep going #Inspiration,1  
He’s always dragging others down #Hater,0  
I’m so proud of you your hard work is paying off #Grateful,1  
She’s such a mess so annoying #DramaAlert,0  
You’re a legend keep doing your thing. I'm a champ #Goals,1  
He’s too much I can’t even deal with him #Toxic,0  
You’ve got so much potential keep pushing forward #DreamBig,1  
She thinks she knows everything #Annoying,0  
You’re on fire keep going #Unstoppable,1  
He’s the most negative person I know #VibesKiller,0  
You’re a boss keep making moves #BossVibes,1  
She’s too busy judging everyone #GetALife,0  
Your energy is everything don’t let anyone steal it #PositiveVibes,1  
He’s so irrelevant no one cares about his opinion #WasteOfTime,0  
You’re doing amazing keep it up #KeepHustling,1  
She’s just bitter and jealous #StayAway,0  
You’re going to achieve everything you want #ChaseYourDreams,1  
